,annotation,content,user
9339,"{'notes': '', 'label': ['0']}","I'm still on the fence. But  I have a pretty good idea.  All I can say is  ""DAMN.  Damn  damn.  Really?!!  Damn.""",AccessPlus
9340,"{'notes': '', 'label': ['0']}",ME TOO  loved I&II... they changed Evys.  I hate that.  We're not supposed to notice?! It was also awful for many reasons beyond that,tsmethurst
9341,"{'notes': '', 'label': ['0']}",Ah I hate doing that because I get confused very easily ... although  it might work with Smallville,hasbach22
9342,"{'notes': '', 'label': ['0']}",Sugar was too much of a bitch. The old man deserved it.,heymissy
9343,"{'notes': '', 'label': ['0']}",I'm sorry you get these....awful ! You can bitch to me anytime you have on kk.,enithhernandez
9344,"{'notes': '', 'label': ['0']}",Being sick sucks  although trying to smoke a cigar when your sick is the worst. Feel better soon  and enjoy that stogie!,Roz14
9345,"{'notes': '', 'label': ['0']}",Hate from a friend.,bekkynixon
9346,"{'notes': '', 'label': ['0']}",DIDN'T GET A DAMN THING FROM MY CHRISTMAS LIST,AmberAusten
9347,"{'notes': '', 'label': ['0']}",Ohhhhhh(my typicall Ohhhh) now I know which awards..has anyone ever told u that u r a loser :P,sherluke
9348,"{'notes': '', 'label': ['0']}",Holy fuck yes please.,buckeye_fan
9349,"{'notes': '', 'label': ['0']}",bitch we're going to vegas  call me when you get a chance for details.,anndwh
9350,"{'notes': '', 'label': ['0']}",I hate that song  and the dance  and the gold UPGRADE bling in her mouth. Worst commercial ever!,vicmia
9351,"{'notes': '', 'label': ['0']}",slice to fry size  fat free cooking spray on pan  salt & pepper  bake 10-15 min  flipping once at 375  then broil 5 min each side,cocovelvett
9352,"{'notes': '', 'label': ['0']}",that sounds scary! Hope you didn't have to dive in after him. Hate those scenes in movies - totally afraid of walking on ice.,GreeneydDragon
9353,"{'notes': '', 'label': ['0']}",Wow - sucks for you. Why didn't you wear your NRA pin or something?,gandthew
9354,"{'notes': '', 'label': ['0']}",Damn!! That's your plug.,danadearmond
9355,"{'notes': '', 'label': ['0']}",i didn't sign off... i think AIM is being spazzy with me again. FUCKING THING HATES ME AND ALL I EVER DO IT LOVE IT. http: ...,Rani_Vampyress
9356,"{'notes': '', 'label': ['0']}",Rosenberg stay fucking up it seems. lol. http://tinyurl.com/5fhths,LovelyBlue27
9357,"{'notes': '', 'label': ['0']}",Good to see you in-studio on red eye. Need more white hate in the sherrod seat tho.,lalano1
9358,"{'notes': '', 'label': ['0']}",id feel bad for your weather but you see youre in fucking hawaii. Wahh!,katelouisew
9359,"{'notes': '', 'label': ['0']}",you only love jon because i rock the hate for him in the old stuff. LOL,newyoricanny
9360,"{'notes': '', 'label': ['0']}",Oh UAL sucks for US-Sino flights! Sorry to hear that you will have to endure such pain!,mithravindhaa
9361,"{'notes': '', 'label': ['0']}",Damn you Pinot Noir and your grapey goodness!,Liverpool_TX
9362,"{'notes': '', 'label': ['0']}",good call  and thanks. Just perplexed by folks who spread fear and hate. worried they distract from real issues.,lalalinds
9363,"{'notes': '', 'label': ['0']}",ours has been too... i could hardly decorate the darn thing.. kept pokin me and hurting me! i hate real trees!,caldevera
9364,"{'notes': '', 'label': ['0']}",after my surgery mine was anywhere from 45-60% of a normal sized bladder. My life sucks.,conradtheart
9365,"{'notes': '', 'label': ['0']}",@selcom60 Well  he is sick  but that's no excuse to be an ass at Christmas.  I'm gonna get me a glass of wine and chill out.,ptkeens
9366,"{'notes': '', 'label': ['0']}",that's enough hate from you. I've definitely heard better things about fusion than parellels recently though.,stib01
9367,"{'notes': '', 'label': ['0']}",haha russell peters kicks ass!,dal3y_aka_dhnyc
9368,"{'notes': '', 'label': ['0']}",agreed re: winer  not sure why I was stating the obvious  must be the damn wine!  how would you improve twitter though?,drop_d
9369,"{'notes': '', 'label': ['0']}","Say ""Yo"" from Dick Hammer to everyone",agirlnamedmo
9370,"{'notes': '', 'label': ['0']}",the only good thing about telus is there cell phones. Everything else sucks shit!,tiarafranks
9371,"{'notes': '', 'label': ['0']}",Telstra  Conroy  seems a hate relationship as opposed to love hate but we need each other thing: sad 4 net.au,cocovelvett
9372,"{'notes': '', 'label': ['0']}",IT'S SNOWING IN FL!  A CHRISTMAS MIRACLE!  AND LOOK  A PIG JUST FLEW BY THE FROSTY WINDOW!  :),SoniaSidhuSUNFM
9373,"{'notes': '', 'label': ['0']}",rboscia Well that sucks that you have to work. :( welcome to hipsterville. You are joining myside with apple :),NHutchenson
9374,"{'notes': '', 'label': ['0']}",I don't hate you. I just hate some of the things you do. There's a diff,Byron1994
9375,"{'notes': '', 'label': ['0']}",I don't hate her. She just deserves the runs for cutting me off then flipping me off... ;),kaylee110
9376,"{'notes': '', 'label': ['0']}",glad to hear you can surf; sucks about your eye tho :(,Misfit1387
9377,"{'notes': '', 'label': ['0']}",Damn! Don't worry! Someone from The Maines livejouranl records it and posts the video! :),small_town
9378,"{'notes': '', 'label': ['0']}",well  fortunately for the gay people. and too bad for the prop8 nazis  after the fact is spelled out in latin: ex post facto.,JessicaLWeimer
9379,"{'notes': '', 'label': ['0']}",April 3 @ the Loft or April 4 @ Mojoes; Craig Owens  The Color Fred  and The Gay Blades.  FOR REALZ?!?!,laplayalover
9380,"{'notes': '', 'label': ['0']}",Get it  &#191;? Damn . And now you people  @yuuppiitsannee and @hiiemily  see why I'm terrible.,Mollymiles
9381,"{'notes': '', 'label': ['0']}", it is gorgeous  but it wouldn't be gorgeous on my fat ass!! hehe  the'd need several more hefty bags...IJS ;),caldevera
9382,"{'notes': '', 'label': ['0']}",ouch! that sucks! on 2nd thought  u might look cooler  w/ an eye patch!!! LOL!,RobMJ
9383,"{'notes': '', 'label': ['0']}",Just discovered ur recent blog entries (you can thank Jade for that!) DAMN GIRL!!! hawt!!!,PamsLove
9384,"{'notes': '', 'label': ['0']}",Well  maybe you can at least be a DD for us. :P And you can stay sober enough to see my drunk ass! Hah hah.,cindypepper
9385,"{'notes': '', 'label': ['0']}",damn u for getting me on twitter lol,Axleuk
9386,"{'notes': '', 'label': ['0']}",why do you hate the piano? o_O,iceebeenie
9387,"{'notes': '', 'label': ['0']}",btw  i so do not hate you. ):,ROck3rJenny
9388,"{'notes': '', 'label': ['0']}",exactly. Its a chick magnet too i think. They show their emo drawings to a girl of similar shape and she croons.,relikt
9389,"{'notes': '', 'label': ['0']}",I hate automated phone systems too  try http://www.gethuman.com/ !,bryanfake
9390,"{'notes': '', 'label': ['0']}",That sucks!  Been there.  I have given up numerous times for the same reason.,irjosiahhh
9391,"{'notes': '', 'label': ['0']}",LOL! Thanks Christopher. You've just encouraged me to get off my fat butt. That's a good thing :),Tabby48
9392,"{'notes': '', 'label': ['0']}",@ginny_caputo My whole office is a big fat tumbleweed of junk and I have pens falling out of my hair.  I  need help.,Kameshvari
9393,"{'notes': '', 'label': ['0']}",You're always welcome  and it would be more fodder for my coworkers' everlasting uncertainty about whether or not I'm gay.,skoosie
9394,"{'notes': '', 'label': ['0']}",the iPhone isn't the problem it's the damn monthy bill and do they have 3G in Pittsburg? Was on 35 from OK to ICT in Oct. no 3g,varun_dhingra
9395,"{'notes': '', 'label': ['0']}",burned thru 2-II's  3IIn's  working on 4III's You read too many of those damn magazines. Never had problems unless THROWN to ground,MCRmuffin
9396,"{'notes': '', 'label': ['0']}",gotcha  canon guy here @bradjward is Nikon nerd and you know he's Freddy Frugal,Baylee6594
9397,"{'notes': '', 'label': ['0']}","don't let @tsand know  he'll make me give up my ""man card"" but you just reminded me that I am missing the Jungle.. Damn!!",garrethief
9398,"{'notes': '', 'label': ['0']}",u can lemme knw a css one =D but opacity n other sucks .. hehehe,RealizeDOP
9399,"{'notes': '', 'label': ['0']}",I do..my ass wanna go home!! lol,petespencer
9400,"{'notes': '', 'label': ['0']}",lol...and the ones who are there for a ifetime...u wish it was a damn season!,ramasasank
9401,"{'notes': '', 'label': ['0']}",damn daylight savings time LOL,dinidu
9402,"{'notes': '', 'label': ['0']}", Hey   don't hate .... Whaddya have against the Blackberry Curve?  Yeah - I know it's the same name as the Women's Gym Chain..,Motaz_alsa
9403,"{'notes': '', 'label': ['0']}",i think its a strategy move. No video on iPhone. Why? Marget segmentation maybe...not to piss off itune's bred and butter...,Pilosa101
9404,"{'notes': '', 'label': ['0']}",they hate Hamas. Do you what kind of terror Hamas runs in Gaza?,ashbee01
9405,"{'notes': '', 'label': ['0']}",images don't always speak for what they should. I hate violence. I really do. I hope things will be 'peaceful' one day.,c4h5n3o
9406,"{'notes': '', 'label': ['0']}",I think waffles have more fat than pancakes-have heard that waffle batter --&gt; pancakes is better than pancake batter --&gt; waffles,Yulianny
9407,"{'notes': '', 'label': ['0']}",dammit! You keep your damn dirty hands off my fruit gummy chews!!,quietfire
9408,"{'notes': '', 'label': ['0']}",I kind of hate that place. It's so big I always feel in constant danger of getting lost.,kaylee110
9409,"{'notes': '', 'label': ['0']}",haha  i hate it when that happens,intermezz0
9410,"{'notes': '', 'label': ['0']}",or they could just do mass downloading of the movie.  THAT would piss off Summit for sure.,BAMboozledTiff
9411,"{'notes': '', 'label': ['0']}",aah! damn. i was gonna but something distracted me. absolutely no hang ups outing twittetfriendz. next time!,Karliloves
9412,"{'notes': '', 'label': ['0']}",LOVE the video of you skating and cursing. love it when you say fuck...kinda sexy LOL..how did you learn to skate so good?:),vanity_kills
9413,"{'notes': '', 'label': ['0']}",Oh I get it Amici - Fucking Mad Cow Disease - Will feast on it  and tweet the review - Thank You,mrowrr
9414,"{'notes': '', 'label': ['0']}",word  I'm in gear and focused on this frigid ass night.,wannablessedbe
9415,"{'notes': '', 'label': ['0']}",Aww damn Majesters.. took it back to throwback Harlem yo @abanks32 Homegirl new spot cant be better than Famous Fish on 45th!,podblack
9416,"{'notes': '', 'label': ['0']}",Yea Famous with the damn downstairs deathtrap line lolol,missaminata
9417,"{'notes': '', 'label': ['0']}",Damn the Mom cosign is heavy! That turkey must be bomb!,reubenyong
9418,"{'notes': '', 'label': ['0']}",Maybe  but their snide comments about burying (their word) the Watchmen movie piss me off.  http://bit.ly/bv3E,chinatheblack
9419,"{'notes': '', 'label': ['0']}",a fucking sexy librarian!,kaityjohnson
9420,"{'notes': '', 'label': ['0']}",have  you  ever watched message in a  bottle? i  cried like  a  loser haha,notsriy
9421,"{'notes': '', 'label': ['0']}",translation for the white boy: naty  nobodys last  name is The Ass. Haha,Volcone
9422,"{'notes': '', 'label': ['0']}",daddys in the a?  Damn I missed it....,lagrapevine
9423,"{'notes': '', 'label': ['0']}",not hating on the BX at all.... hating on the damn commute!,BrwnEyedBabii
9424,"{'notes': '', 'label': ['0']}",That sucks!  My son's myspace got hacked recently  it was awful!,ramprasathl
9425,"{'notes': '', 'label': ['0']}",that just sucks. Now I feel bad for promoting their Xmas dinner on my site. Hate to recommened stuff that ends up sucking :(,lauraelizabethm
9426,"{'notes': '', 'label': ['0']}",you're making me hungry! (& I just ate a Valerie croissant  plain as I am getting fat). Haven't been there in years,Paolo1792
9427,"{'notes': '', 'label': ['0']}",sucks. After jerking me around for days on setup  they FINALLY applied free service... YEA RIGHT. Just got bill for time the promis,CivicGuy
9428,"{'notes': '', 'label': ['0']}",I hate waiting for stuff to be delivered - the only drawback to online shopping is that I want my stuff NOW!,izzyfontaine
9429,"{'notes': '', 'label': ['0']}",: Infact blackberry needs to employ his ass on the campaign to make the ultimate blackberry that his ass can not break or lose.,NikkiBrittnie
9430,"{'notes': '', 'label': ['0']}",But snow is awesome! It's the temperature which supports snow that I grow to hate.,kaylee110
9431,"{'notes': '', 'label': ['0']}",Leave us strap wearing gay perverts alone! (jeez  a little uncalled for?)...,Aleehanson
9432,"{'notes': '', 'label': ['0']}",Yeah  @jacklayton's one looks really good! @pmharper still looks like a tool with a slut.,peekaboopicks
9433,"{'notes': '', 'label': ['0']}",No  I just don't give a damn anymore.,shanniberry
9434,"{'notes': '', 'label': ['0']}",Damn right!,stephherzz
9435,"{'notes': '', 'label': ['0']}",lmao u crazy ass ily,emmmmmgrace
9436,"{'notes': '', 'label': ['0']}",u kinda are a freak but in a good way...ily :D,MaggieIsAmazing
9437,"{'notes': '', 'label': ['0']}",im glad u hate the cowboys otherwise id hate u becuz I can't watch espn without hearing about TO and romo,SwEeTlilAnGeL85
9438,"{'notes': '', 'label': ['0']}",bread!!!! and not enuf eggs so fuck it aha,thegonk
9439,"{'notes': '', 'label': ['0']}",more like earl gay tea,Nicol3KM
9440,"{'notes': '', 'label': ['0']}",theyre every hip-hop guys glasses...its a new trend from everyone from kanye to my friend nick gonzalez. nerd glasses r mainstream,Abby2512
9441,"{'notes': '', 'label': ['0']}",lets kick discmaakers' ass for christmas,annekayli
9442,"{'notes': '', 'label': ['0']}",U really hate that iPhone don't u? I love mine,bridtaylor
9443,"{'notes': '', 'label': ['0']}",Damn it  you beat me.,StephNev
9444,"{'notes': '', 'label': ['0']}",Tom would like to know if you hate him..?,videosawyer
9445,"{'notes': '', 'label': ['0']}",I shall eventually. Like after I get home from work tomorrow. Damn 10-4:30 shift that is sort of my sister's but not.,AMKinney
9446,"{'notes': '', 'label': ['0']}",I will have to show you a pic of my Yorkie babies! They keep me laughing and they make me crazy. Get off my damn couch! LOL,roxygrl1
9447,"{'notes': '', 'label': ['0']}",Mostly good I think. Sorry to hear about your phone. That sucks!!!,erikarhanetan
9448,"{'notes': '', 'label': ['0']}",My problem is that I completely fucking hate Oz. I know how to write about books I don't like  but Oz just defeats me.,vprincessfan01
9449,"{'notes': '', 'label': ['0']}",re: the hate crime in NYC: it was a combination of racial and anti-gay slurs.  Why was the gay part left out of the story?,krazieyez07
9450,"{'notes': '', 'label': ['0']}",Oh my god  the summary ALONE. That is AMAZING. It reminds me of the fake SGA crackfic where everyone tells John he's fat!,beccaface08
9451,"{'notes': '', 'label': ['0']}",Yall damn New Yorkers are something else New Yorkers+Holiday Shopping+Crowded Mall Parking Lot= A bunch of angry people..lol,Eva_Randhawa
9452,"{'notes': '', 'label': ['0']}",Life's A Bitch 09' : http://sharebee.com/c0756ec0,leahdumey
9453,"{'notes': '', 'label': ['0']}",It's 09 and Life's still a bitch..... Haha,eltanodekat
9454,"{'notes': '', 'label': ['0']}","""background too damn busy"" I'd much rather c your ""Red Planet"" there - so incredibly eye catching  extraordinary  wild  gorgeous",sexyReDD
